name	url	sku	priority
Автотовары. Мототовары. Другие детали	https://www.wildberries.ru/catalog/avtotovary/mototovary/drugie-detali	0	4
Автотовары. Мототовары. Запчасти для двигателя	https://www.wildberries.ru/catalog/avtotovary/mototovary/zapchasti-dlya-dvigatelya	0	3
Автотовары. Мототовары. Мотоэкипировка	https://www.wildberries.ru/catalog/avtotovary/mototovary/motoekipirovka	0	1
Автотовары. Мототовары. Тормозная система	https://www.wildberries.ru/catalog/avtotovary/mototovary/tormoznaya-sistema	0	3
Автотовары. Мототовары. Ходовая часть	https://www.wildberries.ru/catalog/avtotovary/mototovary/hodovaya-chast	0	4
Автотовары. Мототовары. Электрооборудование	https://www.wildberries.ru/catalog/avtotovary/mototovary/elektrooborudovanie	0	3
Автотовары. Шины и диски колесные. Датчики давления	https://www.wildberries.ru/catalog/avtotovary/shiny-i-diski/datchiki-davleniya	0	2
Автотовары. Шины и диски колесные. Диски	https://www.wildberries.ru/catalog/avtotovary/shiny-i-diski/diski	0	1
Автотовары. Шины и диски колесные. Камеры	https://www.wildberries.ru/catalog/avtotovary/shiny-i-diski/kamery	0	4
Автотовары. Шины и диски колесные. Колпаки	https://www.wildberries.ru/catalog/avtotovary/shiny-i-diski/kolpaki	0	3
Автотовары. Шины и диски колесные. Комплектующие	https://www.wildberries.ru/catalog/avtotovary/shiny-i-diski/komplektuyushchie	0	3
Автотовары. Шины и диски колесные. Чехлы	https://www.wildberries.ru/catalog/avtotovary/shiny-i-diski/chekxly	0	1
Автотовары. Шины и диски колесные. Шины	https://www.wildberries.ru/catalog/avtotovary/shiny-i-diski/shiny	0	3
Аксессуары. Аксессуары для волос	https://www.wildberries.ru/catalog/aksessuary/aksessuary-dlya-volos	0	2
Аксессуары. Аксессуары для одежды	https://www.wildberries.ru/catalog/aksessuary/dekor-dlya-odezhdy	0	1
Аксессуары. Бижутерия. Аксессуары для бижутерии	https://www.wildberries.ru/catalog/aksessuary/bizhuteriya/aksessuary-dlya-bizhuterii	0	2
Аксессуары. Бижутерия. Браслеты	https://www.wildberries.ru/catalog/aksessuary/bizhuteriya/braslety	0	3
Аксессуары. Бижутерия. Брелоки	https://www.wildberries.ru/catalog/aksessuary/bizhuteriya/breloki	0	4
Аксессуары. Бижутерия. Броши	https://www.wildberries.ru/catalog/aksessuary/bizhuteriya/broshi	0	2
Аксессуары. Бижутерия. Булавки для воротника	https://www.wildberries.ru/catalog/aksessuary/bizhuteriya/bulavki-dlya-vorotnika	0	1
Аксессуары. Бижутерия. Бусы	https://www.wildberries.ru/catalog/aksessuary/bizhuteriya/busy	0	3
Аксессуары. Бижутерия. Бутоньерки	https://www.wildberries.ru/catalog/aksessuary/bizhuteriya/butonerki	0	2
Аксессуары. Бижутерия. Зажимы	https://www.wildberries.ru/catalog/aksessuary/bizhuteriya/zazhimy	0	1
Аксессуары. Бижутерия. Запонки	https://www.wildberries.ru/catalog/aksessuary/bizhuteriya/zaponki	0	1
Аксессуары. Бижутерия. Значки	https://www.wildberries.ru/catalog/aksessuary/bizhuteriya/znachki	0	4
Аксессуары. Бижутерия. Колье	https://www.wildberries.ru/catalog/aksessuary/bizhuteriya/kole	0	2
Аксессуары. Бижутерия. Кольца	https://www.wildberries.ru/catalog/aksessuary/bizhuteriya/koltsa	0	3
Аксессуары. Бижутерия. Комплекты	https://www.wildberries.ru/catalog/aksessuary/bizhuteriya/komplekty	0	2
Аксессуары. Бижутерия. Пирсинг	https://www.wildberries.ru/catalog/aksessuary/bizhuteriya/pirsing	0	4
Аксессуары. Бижутерия. Подвески	https://www.wildberries.ru/catalog/aksessuary/bizhuteriya/podveski	0	1
Аксессуары. Бижутерия. Серьги	https://www.wildberries.ru/catalog/aksessuary/bizhuteriya/sergi	0	2
Аксессуары. Бижутерия. Цепочки	https://www.wildberries.ru/catalog/aksessuary/bizhuteriya/tsepochki	0	1
Аксессуары. Бижутерия. Четки	https://www.wildberries.ru/catalog/aksessuary/bizhuteriya/chetki	0	1
Аксессуары. Бижутерия. Чокеры	https://www.wildberries.ru/catalog/aksessuary/bizhuteriya/chokery	0	1
Аксессуары. Бижутерия. Шармы	https://www.wildberries.ru/catalog/aksessuary/bizhuteriya/sharmy	0	2
Аксессуары. Веера	https://www.wildberries.ru/catalog/aksessuary/veera	0	1
Аксессуары. Галстуки и бабочки	https://www.wildberries.ru/catalog/aksessuary/galstuki-i-babochki	0	3
Аксессуары. Головные уборы	https://www.wildberries.ru/catalog/aksessuary/golovnye-ubory	0	1
Аксессуары. Зеркальца	https://www.wildberries.ru/catalog/aksessuary/zerkaltsa	0	1
Аксессуары. Зонты	https://www.wildberries.ru/catalog/aksessuary/zonty	0	3
Аксессуары. Кошельки и кредитницы	https://www.wildberries.ru/catalog/aksessuary/koshelki-i-kreditnitsy	0	3
Аксессуары. Маски для сна	https://www.wildberries.ru/catalog/aksessuary/maski-dlya-sna	0	1
Аксессуары. Носовые платки	https://www.wildberries.ru/catalog/aksessuary/nosovye-platki	0	4
Аксессуары. Очки и футляры. Аксессуары для очков	https://www.wildberries.ru/catalog/aksessuary/ochki-i-futlyary/aksessuary-dlya-ochkov	0	3
Аксессуары. Очки и футляры. Имиджевые очки	https://www.wildberries.ru/catalog/aksessuary/ochki-i-futlyary/imidzhevye-ochki	0	2
Аксессуары. Очки и футляры. Оправы и линзы	https://www.wildberries.ru/catalog/aksessuary/ochki-i-futlyary/opravy-i-linzy	0	3
Аксессуары. Очки и футляры. Очки для компьютера	https://www.wildberries.ru/catalog/aksessuary/ochki-i-futlyary/ochki-dlya-kompyutera	0	4
Аксессуары. Очки и футляры. Очки корригирующие	https://www.wildberries.ru/catalog/aksessuary/ochki-i-futlyary/ochki-korrigiruyushchie	0	3
Аксессуары. Очки и футляры. Солнцезащитные очки	https://www.wildberries.ru/catalog/aksessuary/ochki-i-futlyary/solntsezashchitnye-ochki	0	1
Аксессуары. Перчатки и варежки	https://www.wildberries.ru/catalog/aksessuary/perchatki-i-varezhki	0	2
Аксессуары. Платки и шарфы	https://www.wildberries.ru/catalog/aksessuary/platki-i-sharfy	0	1
Аксессуары. Религиозные. Ислам	https://www.wildberries.ru/catalog/aksessuary/religioznye/islam	0	1
Аксессуары. Религиозные. Православие	https://www.wildberries.ru/catalog/aksessuary/religioznye/pravoslavie	0	4
Аксессуары. Ремни и пояса	https://www.wildberries.ru/catalog/aksessuary/remni-i-poyasa	0	3
Аксессуары. Сумки и рюкзаки. Аксессуары для сумок	https://www.wildberries.ru/catalog/aksessuary/sumki-i-ryukzaki/aksessuary-dlya-sumok	0	3
Аксессуары. Сумки и рюкзаки. Для ноутбука	https://www.wildberries.ru/catalog/aksessuary/sumki/dlya-noutbuka	0	3
Аксессуары. Сумки и рюкзаки. Клатчи	https://www.wildberries.ru/catalog/aksessuary/sumki-i-ryukzaki/klatchi	0	3
Аксессуары. Сумки и рюкзаки. Косметички	https://www.wildberries.ru/catalog/aksessuary/sumki-i-ryukzaki/kosmetichki	0	2
Аксессуары. Сумки и рюкзаки. Папки-сумки	https://www.wildberries.ru/catalog/aksessuary/sumki-i-ryukzaki/papki-sumki	0	1
Аксессуары. Сумки и рюкзаки. Портфели	https://www.wildberries.ru/catalog/aksessuary/sumki-i-ryukzaki/portfeli	0	1
Аксессуары. Сумки и рюкзаки. Рюкзаки	https://www.wildberries.ru/catalog/zhenshchinam/aksessuary/sumki-i-ryukzaki/ryukzaki	0	4
Аксессуары. Сумки и рюкзаки. Сумки	https://www.wildberries.ru/catalog/aksessuary/sumki-i-ryukzaki/sumki	0	1
Аксессуары. Сумки и рюкзаки. Сумки хозяйственные	https://www.wildberries.ru/catalog/aksessuary/hozyaystvennye-sumki/sumki-hozyaystvennye	0	4
Аксессуары. Сумки и рюкзаки. Сумки-тележки	https://www.wildberries.ru/catalog/aksessuary/hozyaystvennye-sumki/sumki-telezhki	0	3
Аксессуары. Часы и ремешки	https://www.wildberries.ru/catalog/aksessuary/chasy-i-remeshki	0	3
Аксессуары. Чемоданы и защита багажа	https://www.wildberries.ru/catalog/muzhchinam/aksessuary/chemodany-i-dorozhnye-sumki	0	4
Аксессуары. Ювелирные изделия	https://www.wildberries.ru/catalog/yuvelirnye-ukrasheniya	0	2
Бытовая техника. Климатическая техника. Аксессуары и запчасти для климатической техники	https://www.wildberries.ru/catalog/elektronika/tehnika-dlya-doma/uvlazhniteli-i-vozduhootchistiteli/aksessuary-i-zapchasti-dlya-klimaticheskoy-tekxniki	0	4
Бытовая техника. Климатическая техника. Вентиляторы	https://www.wildberries.ru/catalog/elektronika/tehnika-dlya-doma/uvlazhniteli-i-vozduhootchistiteli/ventilyatory	0	4
Бытовая техника. Климатическая техника. Кондиционеры и сплит-системы	https://www.wildberries.ru/catalog/elektronika/tehnika-dlya-doma/uvlazhniteli-i-vozduhootchistiteli/konditsionery-i-split-sistemy	0	1
Бытовая техника. Климатическая техника. Котлы отопления	https://www.wildberries.ru/catalog/elektronika/tehnika-dlya-doma/uvlazhniteli-i-vozduhootchistiteli/kotly-otopleniya	0	3
Бытовая техника. Климатическая техника. Обогреватели и тепловентиляторы	https://www.wildberries.ru/catalog/elektronika/tehnika-dlya-doma/uvlazhniteli-i-vozduhootchistiteli/obogrevateli-i-teploventilyatory	0	1
Бытовая техника. Климатическая техника. Осушители воздуха	https://www.wildberries.ru/catalog/elektronika/tehnika-dlya-doma/uvlazhniteli-i-vozduhootchistiteli/osushiteli-vozdukxa	0	4
Бытовая техника. Климатическая техника. Печи для бани	https://www.wildberries.ru/catalog/elektronika/tehnika-dlya-doma/uvlazhniteli-i-vozduhootchistiteli/pechi-dlya-bani	0	1
Бытовая техника. Климатическая техника. Погодные станции	https://www.wildberries.ru/catalog/elektronika/tehnika-dlya-doma/uvlazhniteli-i-vozduhootchistiteli/pogodnye-stantsii	0	2
Бытовая техника. Климатическая техника. Приточные установки	https://www.wildberries.ru/catalog/elektronika/tehnika-dlya-doma/uvlazhniteli-i-vozduhootchistiteli/pritochnye-ustanovki	0	2
Бытовая техника. Климатическая техника. Сушилки для рук	https://www.wildberries.ru/catalog/elektronika/tehnika-dlya-doma/uvlazhniteli-i-vozduhootchistiteli/sushilki-dlya-ruk	0	4
Бытовая техника. Климатическая техника. Увлажнители и очистители воздуха	https://www.wildberries.ru/catalog/elektronika/tehnika-dlya-doma/uvlazhniteli-i-vozduhootchistiteli/uvlazhniteli-i-ochistiteli-vozdukxa	0	4
Бытовая техника. Красота и здоровье. Бритвы и триммеры	https://www.wildberries.ru/catalog/elektronika/krasota-i-zdorove/britvy-i-trimmery	0	3
Бытовая техника. Красота и здоровье. Весы напольные	https://www.wildberries.ru/catalog/elektronika/tehnika-dlya-doma/vesy	0	1
Бытовая техника. Красота и здоровье. Зубные щетки и ирригаторы	https://www.wildberries.ru/catalog/elektronika/zubnye-shchetki	0	4
Бытовая техника. Красота и здоровье. Косметические аппараты	https://www.wildberries.ru/catalog/elektronika/kosmeticheskie-apparaty	0	2
Бытовая техника. Красота и здоровье. Массажеры электрические	https://www.wildberries.ru/catalog/elektronika/krasota-i-zdorove/massazhery-elektricheskie	0	1
Бытовая техника. Красота и здоровье. Машинки для стрижки волос	https://www.wildberries.ru/catalog/elektronika/krasota-i-zdorove/britvy-i-trimmery/mashinki-dlya-strizhki-volos	0	3
Бытовая техника. Красота и здоровье. Медицинские приборы	https://www.wildberries.ru/catalog/elektronika/krasota-i-zdorove/meditsinskie-pribory	0	4
Бытовая техника. Красота и здоровье. Профессиональная парикмахерская техника	https://www.wildberries.ru/catalog/elektronika/krasota-i-zdorove/professionalnaya-parikmaherskaya-tehnika/bytovaya-tehnika	0	4
Бытовая техника. Красота и здоровье. Фены, приборы для укладки	https://www.wildberries.ru/catalog/elektronika/feny-i-pribory-dlya-ukladki	0	2
Бытовая техника. Красота и здоровье. Эпиляторы	https://www.wildberries.ru/catalog/elektronika/krasota-i-zdorove/epilyatory	0	2
Бытовая техника. Крупная бытовая техника. Аксессуары и запчасти для крупной бытовой техники	https://www.wildberries.ru/catalog/bytovaya-tehnika/krupnaya-bytovaya-tehnika/aksessuary-i-zapchasti-dlya-krupnoy-bytovoy-tekxniki	0	3
Бытовая техника. Крупная бытовая техника. Встраиваемая техника. Варочные панели	https://www.wildberries.ru/catalog/bytovaya-tehnika/krupnaya-bytovaya-tehnika/vstraivaemaya-tekxnika/varochnye-paneli	0	3
Бытовая техника. Крупная бытовая техника. Встраиваемая техника. Винные шкафы	https://www.wildberries.ru/catalog/bytovaya-tehnika/krupnaya-bytovaya-tehnika/vstraivaemaya-tekxnika/vinnye-shkafy	0	1
Бытовая техника. Крупная бытовая техника. Встраиваемая техника. Вытяжки кухонные	https://www.wildberries.ru/catalog/bytovaya-tehnika/krupnaya-bytovaya-tehnika/vstraivaemaya-tekxnika/vytyazhki-kukxonnye	0	4
Бытовая техника. Крупная бытовая техника. Встраиваемая техника. Духовые шкафы	https://www.wildberries.ru/catalog/bytovaya-tehnika/krupnaya-bytovaya-tehnika/vstraivaemaya-tekxnika/dukxovye-shkafy	0	3
Бытовая техника. Крупная бытовая техника. Встраиваемая техника. Кофемашины	https://www.wildberries.ru/catalog/bytovaya-tehnika/krupnaya-bytovaya-tehnika/vstraivaemaya-tekxnika/kofemashiny	0	1
Бытовая техника. Крупная бытовая техника. Встраиваемая техника. Микроволновые печи	https://www.wildberries.ru/catalog/bytovaya-tehnika/krupnaya-bytovaya-tehnika/vstraivaemaya-tekxnika/mikrovolnovye-pechi	0	2
Бытовая техника. Крупная бытовая техника. Встраиваемая техника. Морозильные камеры	https://www.wildberries.ru/catalog/bytovaya-tehnika/krupnaya-bytovaya-tehnika/vstraivaemaya-tekxnika/morozilnye-kamery	0	1
Бытовая техника. Крупная бытовая техника. Встраиваемая техника. Посудомоечные машины	https://www.wildberries.ru/catalog/bytovaya-tehnika/krupnaya-bytovaya-tehnika/vstraivaemaya-tekxnika/posudomoechnye-mashiny	0	4
Бытовая техника. Крупная бытовая техника. Встраиваемая техника. Стиральные машины	https://www.wildberries.ru/catalog/bytovaya-tehnika/krupnaya-bytovaya-tehnika/vstraivaemaya-tekxnika/stiralnye-mashiny	0	2
Бытовая техника. Крупная бытовая техника. Встраиваемая техника. Холодильники	https://www.wildberries.ru/catalog/bytovaya-tehnika/krupnaya-bytovaya-tehnika/vstraivaemaya-tekxnika/kxolodilniki	0	1
Бытовая техника. Крупная бытовая техника. Отдельностоящая техника. Винные шкафы	https://www.wildberries.ru/catalog/bytovaya-tehnika/krupnaya-bytovaya-tehnika/otdelnostoyashchaya-tekxnika/vinnye-shkafy	0	2
Бытовая техника. Крупная бытовая техника. Отдельностоящая техника. Кухонные плиты	https://www.wildberries.ru/catalog/bytovaya-tehnika/krupnaya-bytovaya-tehnika/otdelnostoyashchaya-tekxnika/kukxonnye-plity	0	3
Бытовая техника. Крупная бытовая техника. Отдельностоящая техника. Микроволновые печи	https://www.wildberries.ru/catalog/bytovaya-tehnika/krupnaya-bytovaya-tehnika/otdelnostoyashchaya-tekxnika/mikrovolnovye-pechi	0	3
Бытовая техника. Крупная бытовая техника. Отдельностоящая техника. Морозильные камеры	https://www.wildberries.ru/catalog/bytovaya-tehnika/krupnaya-bytovaya-tehnika/otdelnostoyashchaya-tekxnika/morozilnye-kamery	0	4
Бытовая техника. Крупная бытовая техника. Отдельностоящая техника. Посудомоечные машины	https://www.wildberries.ru/catalog/bytovaya-tehnika/krupnaya-bytovaya-tehnika/otdelnostoyashchaya-tekxnika/posudomoechnye-mashiny	0	4
Бытовая техника. Крупная бытовая техника. Отдельностоящая техника. Стиральные машины	https://www.wildberries.ru/catalog/bytovaya-tehnika/krupnaya-bytovaya-tehnika/otdelnostoyashchaya-tekxnika/stiralnye-mashiny	0	2
Бытовая техника. Крупная бытовая техника. Отдельностоящая техника. Холодильники	https://www.wildberries.ru/catalog/bytovaya-tehnika/krupnaya-bytovaya-tehnika/otdelnostoyashchaya-tekxnika/kxolodilniki	0	3
Бытовая техника. Крупная бытовая техника. Посудомоечные машины	https://www.wildberries.ru/catalog/bytovaya-tehnika/krupnaya-bytovaya-tehnika/posudomoechnye-mashiny	0	4
Бытовая техника. Крупная бытовая техника. Стиральные и сушильные машины	https://www.wildberries.ru/catalog/bytovaya-tehnika/krupnaya-bytovaya-tehnika/stiralnye-i-sushilnye-mashiny	0	1
Бытовая техника. Крупная бытовая техника. Холодильники и морозильные камеры	https://www.wildberries.ru/catalog/bytovaya-tehnika/krupnaya-bytovaya-tehnika/kxolodilniki-i-morozilnye-kamery	0	3
Бытовая техника. Садовая техника	https://www.wildberries.ru/catalog/bytovaya-tehnika/sadovaya-tehnika	0	2
Бытовая техника. Техника для дома. Аксессуары для пылесосов	https://www.wildberries.ru/catalog/elektronika/tehnika-dlya-doma/aksessuary-dlya-pylesosov	0	3
Бытовая техника. Техника для дома. Водонагреватели	https://www.wildberries.ru/catalog/elektronika/tehnika-dlya-doma/vodonagrevateli	0	2
Бытовая техника. Техника для дома. Обогреватели и вентиляторы	https://www.wildberries.ru/catalog/elektronika/tehnika-dlya-doma/obogrevateli-i-ventilyatory	0	2
Бытовая техника. Техника для дома. Пульты управления	https://www.wildberries.ru/catalog/elektronika/tehnika-dlya-doma/pulty-upravleniya	0	3
Бытовая техника. Техника для дома. Пылесосы и пароочистители. Автомобильные пылесосы	https://www.wildberries.ru/catalog/elektronika/tehnika-dlya-doma/pylesosy-i-parootchistiteli/avtomobilnye-pylesosy	0	1
Бытовая техника. Техника для дома. Пылесосы и пароочистители. Вертикальные пылесосы	https://www.wildberries.ru/catalog/elektronika/tehnika-dlya-doma/pylesosy-i-parootchistiteli/vertikalnye-pylesosy	0	3
Бытовая техника. Техника для дома. Пылесосы и пароочистители. Напольные пылесосы	https://www.wildberries.ru/catalog/elektronika/tehnika-dlya-doma/pylesosy-i-parootchistiteli/napolnye-pylesosy	0	2
Бытовая техника. Техника для дома. Пылесосы и пароочистители. Пароочистители и паровые швабры	https://www.wildberries.ru/catalog/elektronika/tehnika-dlya-doma/pylesosy-i-parootchistiteli/paroochistiteli-i-parovye-shvabry	0	2
Бытовая техника. Техника для дома. Пылесосы и пароочистители. Роботы-пылесосы	https://www.wildberries.ru/catalog/elektronika/tehnika-dlya-doma/pylesosy-i-parootchistiteli/roboty-pylesosy	0	3
Бытовая техника. Техника для дома. Пылесосы и пароочистители. Ручные и мини-пылесосы	https://www.wildberries.ru/catalog/elektronika/tehnika-dlya-doma/pylesosy-i-parootchistiteli/ruchnye-pylesosy	0	3
Бытовая техника. Техника для дома. Пылесосы и пароочистители. Стеклоочистители	https://www.wildberries.ru/catalog/elektronika/tehnika-dlya-doma/pylesosy-i-parootchistiteli/stekloochistiteli	0	1
Бытовая техника. Техника для дома. Пылесосы и пароочистители. Строительные пылесосы	https://www.wildberries.ru/catalog/elektronika/tehnika-dlya-doma/pylesosy-i-parootchistiteli/stroitelnye-pylesosy	0	1
Бытовая техника. Техника для дома. Пылесосы и пароочистители. Электрощетки	https://www.wildberries.ru/catalog/elektronika/tehnika-dlya-doma/pylesosy-i-parootchistiteli/elektroshchetki	0	3
Бытовая техника. Техника для дома. Утюги и отпариватели	https://www.wildberries.ru/catalog/elektronika/tehnika-dlya-doma/utyugi-i-otparivateli	0	1
Бытовая техника. Техника для дома. Уход за вещами	https://www.wildberries.ru/catalog/bytovaya-tehnika/tehnika-dlya-doma/uhod-za-veshchami	0	1
Бытовая техника. Техника для дома. Швейное оборудование	https://www.wildberries.ru/catalog/elektronika/tehnika-dlya-doma/shveynoe-oborudovanie	0	2
Бытовая техника. Техника для дома. Электрические одеяла и грелки	https://www.wildberries.ru/catalog/elektronika/tehnika-dlya-doma/elektricheskie-odeyala-i-grelki	0	1
Бытовая техника. Техника для кухни. Аксессуары для кухонной техники	https://www.wildberries.ru/catalog/elektronika/tehnika-dlya-kuhni/aksessuary-dlya-kuhonnoy-tehniki	0	3
Бытовая техника. Техника для кухни. Вытяжки кухонные	https://www.wildberries.ru/catalog/elektronika/tehnika-dlya-kuhni/vytyazhki-kuhonnye	0	3
Бытовая техника. Техника для кухни. Измельчение и смешивание	https://www.wildberries.ru/catalog/elektronika/tehnika-dlya-kuhni/izmelchenie-i-smeshivanie	0	1
